"Clust","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","Lat.100","Long.100","x","y"
"S.1870",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,57.0220844998893,-3.53443878934598,306942.001043179,793376.000815608
"S.1871",NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,0,56.7103286005236,-3.51423896560315,307400.001046512,758650.0007932
"S.1872",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.0019063862438,-3.3857281147201,315924.001044117,790937.000783261
"S.1873",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,57.0018427931734,-3.38579160505962,315920.001044118,790930.000783265
"S.1874",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,57.0061146192481,-3.38134010207171,316200.001044102,791400.000782802
"S.1875",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.3220668128306,-3.3274283001902,318000.001051249,715200.0007369
"S.1876",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.3220668128306,-3.3274283001902,318000.001051249,715200.0007369
"S.1877",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.3239150489233,-3.32264127653326,318300.001051274,715400.000736399
"S.1878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,57.0050885961355,-3.33515033479671,319003.001044462,791230.000776069
"S.1879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,56.9832647505734,-3.33441826448931,319000.001044709,788800.000774761
"S.188",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,57.44066212,-5.422472786,194700.001514098,844100.00941207
"S.1880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,57.0107171622069,-3.33304659887965,319143.001044416,791854.000776099
"S.1881",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,57.0107171622069,-3.33304659887965,319143.001044416,791854.000776099
"S.1882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.0106807131339,-3.33309469718004,319140.001044416,791850.000776104
"S.1883",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.0106807131339,-3.33309469718004,319140.001044416,791850.000776104
"S.1884",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,57.010860328572,-3.33310112466627,319140.001044414,791870.000776113
"S.1885",NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,57.010860328572,-3.33310112466627,319140.001044414,791870.000776113
"S.1886",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.9253383237468,-3.19926861986551,327100.00104659,782200.000757759
"S.1887",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.9762777806061,-3.13180779400149,331300.001046741,787800.000756111
"S.1888",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.9863491210532,-3.11072034623922,332600.001046859,788900.000755538
"S.1889",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,57.0395284560721,-3.09088352555036,333900.001046479,794800.000757491
"S.189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,57.67833802,-5.46533939,193480.001591211,870670.009983498
"S.1890",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.0395284560721,-3.09088352555036,333900.001046479,794800.000757491
"S.1891",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,57.0395714181401,-3.08594087565663,334200.001046533,794800.000757263
"S.1892",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,57.0395714181401,-3.08594087565663,334200.001046533,794800.000757263
"S.1893",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.0308016751689,-3.06097135723376,335700.001046913,793800.000755713
"S.1894",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,57.0431475335272,-3.03495346320925,337300.001047067,795150.000755402
"S.1895",NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,57.0435966181041,-3.03496595494879,337300.001047062,795200.00075543
"S.1896",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,57.0435966181041,-3.03496595494879,337300.001047062,795200.00075543
"S.1897",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,57.0435966181041,-3.03496595494879,337300.001047062,795200.00075543
"S.1898",NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,57.0435966181041,-3.03496595494879,337300.001047062,795200.00075543
"S.1899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,57.0726062853806,-3.00278528120599,339300.001047098,798400.000755975
"S.19",NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,56.86090742,-5.396699675,193030.001521225,779530.009073187
"S.190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,57.6776737,-5.466618335,193400.001584304,870600.010037692
"S.1900",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,57.0741489768952,-2.99972587787117,339488.001047115,798569.000755963
"S.1901",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,57.0710440911584,-2.98910304996243,340127.001047274,798214.000755496
"S.1902",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,57.0705711807605,-2.98869462773076,340151.001047284,798161.000755456
"S.1903",NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,57.0720253614797,-2.98427996747693,340421.001047319,798319.000755412
"S.1905",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.0794165602269,-2.93533091547278,343400.001047804,799100.000754659
"S.1906",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,57.0857038927316,-2.93548922078504,343400.001047728,799800.000755002
"S.1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,57.0830216259806,-2.93377181307827,343500.00104778,799500.00075483
"S.1908",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,57.0709875653208,-2.91987898872429,344324.001048084,798149.000753905
"S.1909",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.0850607860402,-2.76552922698751,353700.00104974,799600.000752884
"S.191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,57.67841391,-5.465850054,193450.001535997,870680.009789101
"S.1910",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,57.0796003372158,-2.77696450318825,353000.00104967,799000.000752667
"S.1911",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,57.0796003372158,-2.77696450318825,353000.00104967,799000.000752667
"S.1912",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.0742984821312,-2.59706509827315,363900.001051832,798300.000751884
"S.1913",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,57.0614199873541,-2.45505759164309,372500.001053589,796800.00075135
"S.1914",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.1550212032316,-4.39561351238559,251300.001086297,698400.00171001
"S.1915",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.1550212032316,-4.39561351238559,251300.001086297,698400.00171001
"S.1916",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,56.1541547264853,-4.39394927287308,251400.001086103,698300.001705755
"S.1917",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.1527004084268,-4.18131459704644,264600.001066542,697700.001273571
"S.1918",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,56.1535982020796,-4.18136548930282,264600.001066538,697800.001273703
"S.1919",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56.1545243914935,-4.17980777948963,264700.001066427,697900.001271271
"S.192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,57.6785921,-5.46623625,193428.001601878,870701.010313334
"S.1920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,56.1554221857793,-4.17985864010676,264700.001066422,698000.001271396
"S.1921",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,56.1554221857793,-4.17985864010676,264700.001066422,698000.001271396
"S.1922",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56.1554505617326,-4.1782499947665,264800.001066316,698000.001268858
"S.1923",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,56.1552229681825,-4.1911190759857,264000.001067183,698000.001289455
"S.1924",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,56.1545811205632,-4.17659056081723,264900.001066215,697900.001266198
"S.1925",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.1545811205632,-4.17659056081723,264900.001066215,697900.001266198
"S.1926",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,56.1554789167597,-4.17664134652183,264900.00106621,698000.00126632
"S.1927",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.1573028446778,-4.17513420057149,265000.001066095,698200.00126404
"S.1928",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,56.1557050036275,-4.1637720562619,265700.001065381,698000.001246393
"S.1929",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56.0861263349953,-3.73233421647985,292300.001052477,689500.000837825
"S.193",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,1,1,NA,57.67852437,-5.468377682,193300.001595662,870700.010445365
"S.1930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,56.0662032719911,-3.67843048994039,295600.001052271,687200.000811801
"S.1931",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.0662032719911,-3.67843048994039,295600.001052271,687200.000811801
"S.1932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,56.0662032719911,-3.67843048994039,295600.001052271,687200.000811801
"S.1933",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.0707372708404,-3.67541452107718,295800.001052222,687700.000810773
"S.1934",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.0707372708404,-3.67541452107718,295800.001052222,687700.000810773
"S.1935",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.0797179922283,-3.67580436018877,295800.001052154,688700.000811438
"S.1936",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.0797179922283,-3.67580436018877,295800.001052154,688700.000811438
"S.1937",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.1054030746882,-3.63672114872385,298300.001051814,691500.000797312
"S.1938",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.1054030746882,-3.63672114872385,298300.001051814,691500.000797312
"S.1939",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,56.1045262824721,-3.63507599804534,298400.001051817,691400.000796649
"S.194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,57.67636105,-5.467281533,193353.001568973,870456.010061335
"S.1940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.9460662258974,-6.82682349461399,114500.006212508,905400.066804275
"S.1941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.9514948030109,-6.77848481751795,117400.005863337,905800.062922764
"S.1942",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,58.0802402494364,-6.75156706425409,120000.005664426,920000.060701343
"S.1943",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,58.0536453368343,-6.49352261142862,135000.004180931,916000.043646652
"S.195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,57.67722341,-5.468286853,193298.001594294,870555.010117749
"S.196",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,57.67690501,-5.46842421,193288.001517502,870520.009542647
"S.197",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.68811066,-5.479365585,192700.001563422,871800.009620943
"S.198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,57.68881048,-5.478761325,192740.001543796,871876.009734251
"S.199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,57.68806458,-5.481039665,192600.001566396,871800.010264107
"S.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,57.07202536,-2.984279967,340421.001073858,798319.000590284
"S.20",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,56.85919911,-5.396708785,193020.001515536,779340.008716072
"S.200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,57.69141773,-5.481361612,192600.001566689,872174.010164176
"S.201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,57.68825455,-5.482954621,192487.001577223,871827.010434117
"S.202",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.76774602,-5.560541115,188330.001622161,880910.011006981
"S.203",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,57.18344647,-5.555902453,185200.001672789,815900.011737357
"S.204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,57.40247269,-5.630416541,182000.001769405,840500.01284162
"S.205",NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,57.29908253,-5.6707016,178960.0017986,829130.013474184
"S.206",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.29409593,-5.687474938,177920.001856171,828630.014321955
"S.207",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.29456773,-5.692836331,177600.001844152,828700.01364819
"S.208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,57.42097498,-5.795558836,172200.002003891,843100.016515977
"S.209",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,58.0941160018004,-6.86044247437703,113700.006449735,922000.069421102
"S.21",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,56.85736547,-5.39801932,192930.001513334,779140.0094478
"S.210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.9460662258974,-6.82682349461399,114500.006212508,905400.066804275
"S.211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.9514948030109,-6.77848481751795,117400.005863337,905800.062922764
"S.212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,58.0802402494364,-6.75156706425409,120000.005664426,920000.060701343
"S.213",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,58.2654969409922,-6.60570370536035,130000.004747919,940000.050290218
"S.214",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,58.0536453368343,-6.49352261142862,135000.004180931,916000.043646652
"S.215",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,58.2309338121978,-6.46480745546492,138000.004030353,935600.041890007
"S.216",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,58.2365364946723,-6.43311253112809,139900.003885388,936100.040164284
"S.217",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,58.4278866028002,-6.44175390404459,140800.003909502,957410.040482679
"S.218",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,58.1819720511208,-6.42460233954641,140000.003851698,930000.039752498
"S.219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,58.2691511413524,-6.36122413572022,144351.003577155,939451.036460034
"S.22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,56.23027767,-5.34305084,192880.00147189,709220.007719049
"S.220",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,58.3137076604995,-6.25309605539852,151000.003167229,944000.031443049
"S.221",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,58.0708189722171,-5.42155964503284,198300.001502583,914200.009133032
"S.222",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,58.0802839169054,-5.40380097057748,199400.001485308,915200.008875692
"S.223",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,58.0820770802041,-5.40397188633956,199400.001485421,915400.008877935
"S.224",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.0663448432056,-5.3872074285017,200300.001470239,913600.008643639
"S.225",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.031736426211,-5.3703744104131,201100.00145592,909700.008415884
"S.226",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.0292702580639,-5.36167013062229,201600.001448282,909400.008298761
"S.227",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,58.0627133908616,-5.35463941191017,202200.001441292,913100.00820195
"S.228",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.2456665243269,-5.37021356883661,202300.001450178,933500.008392615
"S.229",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,58.0653943224167,-5.32096922192361,204200.001412894,913300.007766741
"S.23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,56.23061614,-5.343499992,192854.001474116,709259.008024013
"S.230",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,58.0654384703183,-5.31927724310136,204300.001411514,913300.007745456
"S.231",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,58.0663351319151,-5.31936053091486,204300.001411559,913400.007746425
"S.232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,58.1616896652186,-5.3163416582831,205000.001406723,924000.00770055
"S.233",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,58.1789025014923,-5.31114002591756,205400.001402108,925900.007634445
"S.234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,58.0576288248303,-5.25275947325159,208180.001360639,912240.006951227
"S.235",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.1540368442239,-5.26462060206016,208000.001366989,923000.007080196
"S.236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,58.0573857534906,-5.25171996719583,208240.001359894,912210.006939449
"S.237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,58.0602736262807,-5.24774321668662,208490.001356967,912520.006894315
"S.238",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,58.089690477889,-5.25024893702079,208500.00135807,915800.006920595
"S.239",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,58.1418730125133,-5.24820897856007,208900.001355367,921600.006894022
"S.24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,56.47446953,-5.38205104,191800.001525872,736500.008547485
"S.240",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.1634805919635,-5.24677880777674,209100.00135383,924000.006876476
"S.241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,58.1365359284011,-5.24602311374022,209000.001353933,921000.006869825
"S.242",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,58.2405371490808,-5.22075948558335,211040.001333896,932500.006585372
"S.243",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,58.2347602013516,-5.21461188924508,211370.001329882,931840.006519864
"S.244",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,58.2319931781198,-5.21385018437912,211400.001329436,931530.006511909
"S.245",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,58.2245290703769,-5.21044899312396,211560.001327338,930690.006476242
"S.246",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.2259164780601,-5.19456004721119,212500.001316873,930800.006309865
"S.247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,58.1335925581043,-5.18458215692878,212600.001312587,920500.006212602
"S.248",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.2268557714124,-5.19294084373719,212600.001315805,930900.006293089
"S.249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,57.9588864960009,-5.16230054343722,213000.001302556,901000.00599801
"S.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,56.47508531,-5.385842023,191570.00150619,736580.008661054
"S.250",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,58.020808427204,-5.16607430236057,213100.001303516,907900.006032316
"S.251",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,58.2414586960765,-5.18402802882051,213200.001309766,932500.006201028
"S.252",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,57.9566984276693,-5.14181799933748,214200.001290275,900700.005799056
"S.253",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,58.0436904069529,-5.14945516621935,214200.001292921,910400.005868482
"S.254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,58.1839272484049,-5.1482480453343,215000.001289099,926000.005850213
"S.255",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.3618960236528,-5.15485744495235,215540.001289012,945820.005905215
"S.256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,58.3012684827499,-5.14603984436407,215740.001285153,939050.005823394
"S.257",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,58.2285597628312,-5.1387442545022,215790.001282508,930940.005757448
"S.258",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.2273502221381,-5.136763311744,215900.001281382,930800.005738796
"S.259",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,58.3033964407144,-5.1399117496217,216110.00128151,939270.005765004
"S.26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,56.47522928,-5.387154396,191490.001483003,736600.008664673
"S.260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,58.184345301623,-5.13126887230222,216000.001279159,926000.005689118
"S.261",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.3009290603721,-5.1415709138492,216000.001282535,939000.005780847
"S.262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,58.1716832358912,-5.12352092663703,216390.001275009,924570.005617595
"S.263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,58.3049735014835,-5.134246402742,216450.001278187,939430.005711539
"S.265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,58.3051258339112,-5.13169876307475,216600.001276718,939440.005687678
"S.266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,58.0325896290337,-5.10747408382273,216620.001269031,909050.005476615
"S.267",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.3056722599916,-5.13140560634163,216620.001276537,939500.005684921
"S.268",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.338031905751,-5.13119448420547,216800.001275688,943100.005681471
"S.269",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,58.2960869711559,-5.12646139076753,216860.001273927,938420.00563936
"S.27",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,57.09720441,-2.935283806,343430.001037766,801080.001035708
"S.270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,58.2944080536022,-5.12528906596141,216920.001273298,938230.005628582
"S.271",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,58.1733548209689,-5.11397149670075,216960.001269605,924730.005529916
"S.272",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,58.2248531461134,-5.11763338586431,217010.001270522,930470.005561172
"S.273",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,58.2422322869434,-5.11626228531813,217180.001269373,932400.005547907
