"Clust","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","Lat.100","Long.100","x","y"
"S.1409",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.9846612059888,-6.40324838411054,132600.003843842,796790.03945933
"S.141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,57.26796982,-4.928602196,223500.001208152,823500.003626192
"S.1410",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.984797032507,-6.39683956711142,132990.003815833,796780.039121817
"S.1411",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.984797032507,-6.39683956711142,132990.003815833,796780.039121817
"S.1412",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.9831702964238,-6.39450592617657,133120.003805808,796590.039000621
"S.1413",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.9906742786499,-6.36260368113829,135110.003669884,797300.037356866
"S.1414",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.9983358204742,-6.35954675705549,135350.003656707,798140.037198179
"S.1415",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.9963291877039,-6.35519198254469,135600.003638879,797900.036981136
"S.1416",NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,56.9964092646267,-6.35289432340422,135740.003629441,797900.036866346
"S.1417",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.9956875394813,-6.29579531207289,139200.003404265,797600.034111116
"S.1418",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,57.0001665224033,-6.29631238343748,139200.00340595,798100.03413272
"S.1419",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,57.0127609784838,-6.28573273844637,139930.003365324,799460.033634657
"S.142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,57.26968677,-4.932056625,223300.001188993,823700.003780573
"S.1420",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,57.0127609784838,-6.28573273844637,139930.003365324,799460.033634657
"S.1421",NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,56.9917154973509,-6.28050837951521,140100.003347128,797100.033406069
"S.1422",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.9917717173982,-6.2788672371034,140200.003341036,797100.033330851
"S.1423",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.9972590172781,-6.27620243470157,140400.003330849,797700.033206069
"S.1424",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.980737011522,-6.27018720729484,140650.003309718,795840.032941593
"S.1425",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.9943984763423,-6.27043630297502,140730.003309815,797360.032945464
"S.1426",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,57.0086796729683,-6.2841086547726,140000.003359505,799000.033562091
"S.1427",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.8310153747517,-6.23905941925501,141506.003206719,779074.031633632
"S.1428",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.8341641897417,-6.23849709511986,141562.003204562,779422.031607402
"S.1429",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.8315596633633,-6.23707038977308,141631.003199701,779127.031546331
"S.143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,57.26878967,-4.931985272,223300.001216458,823600.00450224
"S.1430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,56.8390296468275,-6.24826937439275,141000.003238863,780000.032035102
"S.1431",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,56.8390296468275,-6.24826937439275,141000.003238863,780000.032035102
"S.1432",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.8322190544578,-6.23433967535296,141802.003190102,779190.031426864
"S.1433",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.8320037386194,-6.23141160753039,141979.003179901,779155.031299642
"S.1434",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.8431041908593,-6.23186210508083,142028.00318084,780391.031313579
"S.1435",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.8324258094252,-6.22931018854452,142110.003172574,779194.031208324
"S.1436",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.8407634531264,-6.2274296306654,142282.003165585,780114.031122793
"S.1437",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.8938544368841,-6.19187748608013,144811.003042659,785884.029593779
"S.1438",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,56.6978313091853,-6.16857103884783,144900.00297756,764000.028732483
"S.1439",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.8893284919094,-6.18632578901409,145118.003024709,785360.029367028
"S.144",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.27036648,-4.937585543,222970.001204263,823790.004232429
"S.1440",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.8893991837024,-6.18314628125484,145312.003014348,785356.029236579
"S.1441",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.8893991837024,-6.18314628125484,145312.003014348,785356.029236579
"S.1442",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.7426850444619,-6.17190828523324,145000.002985884,769000.028847
"S.1443",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.7432305179535,-6.1556030227622,146000.002934147,769000.028192814
"S.1444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.8955462806818,-6.17252879506439,146000.002979767,786000.028801811
"S.1445",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.9097781142309,-6.15891291817834,146925.002935844,787532.028249555
"S.1446",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.9097781142309,-6.15891291817834,146925.002935844,787532.028249555
"S.1447",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.9086363683198,-6.15755289647996,147000.002931638,787400.028196055
"S.1448",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.9052108629124,-6.1526679171055,147274.002916559,787001.028004288
"S.1449",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.9051615660024,-6.15387875270148,147200.002920334,787000.028052117
"S.145",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.26758263,-4.945160662,222500.001200658,823500.004115247
"S.1450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,56.7348137094065,-6.13831059291321,147000.002881021,768000.027516832
"S.1451",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.9242494870873,-6.14778036391808,147700.002900413,789100.027803562
"S.1452",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.8384714523327,-6.26461430261152,140000.003297789,780000.032766104
"S.1453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,56.7579715382995,-6.11794090970713,148400.002818442,770500.0267245
"S.1454",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,56.7553373699054,-6.11601507901038,148500.002812859,770200.026652632
"S.1455",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.9166746975568,-6.13214127171141,148600.002853006,788200.027199417
"S.1456",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.9355991010049,-6.13094710501615,148800.002848436,790300.027145314
"S.1457",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.710082275975,-6.07018691035795,151000.002683563,765000.024983393
"S.1458",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,56.7201054157673,-6.03856163971268,153000.002597269,766000.02386905
"S.1459",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.7201054157673,-6.03856163971268,153000.002597269,766000.02386905
"S.146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,57.2657496,-4.946673078,222400.001175724,823300.004040589
"S.1460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,56.6831526189396,-6.01335923501678,154300.002533272,761800.023027666
"S.1461",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,56.7610098779726,-5.99711605116246,155800.002488833,770400.022464316
"S.1462",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.7631161276156,-5.9875163482494,156400.002464966,770600.022151846
"S.1463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.7671703364011,-5.97320953924317,157300.002429978,771000.021692837
"S.1464",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.7222042525704,-5.9733654999099,157000.002432254,766000.021712448
"S.1465",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.7628974309528,-5.96620839435089,157700.002413387,770500.021473255
"S.1466",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.6997322066086,-5.94484128701669,158600.002365847,763400.020830355
"S.1467",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.7607792034239,-5.94797575932772,158800.002370603,770200.020907515
"S.1468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,56.6499544646873,-5.92657553006969,159400.002326178,757800.020292337
"S.147",NA,NA,NA,NA,1,NA,1,0,0,NA,0,0,NA,NA,NA,NA,57.26293808,-4.989575438,219800.001222961,823100.004252452
"S.1470",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.6842692929302,-5.92198219998691,159900.002314506,761600.020145044
"S.1471",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,56.6879056883032,-5.92072682807362,160000.002311558,762000.020106648
"S.1472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,56.6879056883032,-5.92072682807362,160000.002311558,762000.020106648
"S.1473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.6879056883032,-5.92072682807362,160000.002311558,762000.020106648
"S.1474",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56.6764886496451,-5.89315836420507,161615.002251755,760634.019305338
"S.1475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56.6764886496451,-5.89315836420507,161615.002251755,760634.019305338
"S.1476",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.6884179956982,-5.90444021067045,161000.002275647,762000.019627782
"S.1477",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,56.6620391385577,-5.88537994668489,162000.002235751,759000.019087397
"S.1478",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.7342517015956,-5.87647863044199,163000.002214306,767000.018816424
"S.1479",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,56.7342517015956,-5.87647863044199,163000.002214306,767000.018816424
"S.148",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,57.26558984,-4.99144933,219700.001267447,823400.004796305
"S.1480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,56.6266936198837,-5.8654291515642,163000.002195472,755000.018537475
"S.1481",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.7342517015956,-5.87647863044199,163000.002214306,767000.018816424
"S.1482",NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,56.5803524509984,-5.90957104087682,160000.002291084,750000.019808681
"S.1484",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.6180913445791,-5.82377639184435,165500.002112834,753900.017416834
"S.1485",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.7239625692251,-5.83125995791085,165700.002123551,765700.017587747
"S.1486",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.7284945165705,-5.83008589706578,165800.002121103,766200.01755559
"S.1487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,56.6828302753774,-5.82380914628824,165900.002110595,761100.017401825
"S.1488",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.7377588091878,-5.82121311080224,166400.002103647,767200.017320466
"S.1489",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.5999155355922,-5.8007463701726,166800.002069813,751800.016825987
"S.149",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,57.2653343,-4.998395797,219280.001236766,823390.004093708
"S.1491",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.6699803782354,-5.91886215906371,160000.002308115,760000.020056615
"S.1492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,56.6037495080376,-5.792980736473,167300.002055304,752200.016628413
"S.1493",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,56.6037495080376,-5.792980736473,167300.002055304,752200.016628413
"S.1494",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,56.6037495080376,-5.792980736473,167300.002055304,752200.016628413
"S.1495",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,56.6047946868279,-5.78819479607127,167600.002046492,752300.016507953
"S.1496",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,56.6048442339871,-5.78656948312229,167700.002043525,752300.01646729
"S.1497",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,56.6040468445309,-5.78322910428501,167900.002037481,752200.016384204
"S.1498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,56.604096326409,-5.78160381412469,168000.002034537,752200.016343799
"S.1499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,56.6050422106043,-5.78006817953977,168100.002031732,752300.016305511
"S.15",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,56.85787495,-5.389204099,193470.001498988,779170.008274844
"S.150",NA,NA,0,NA,0,0,1,0,0,0,NA,NA,0,NA,NA,NA,57.26090712,-4.999362722,219200.001270099,822900.004911808
"S.1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,56.6050422106043,-5.78006817953977,168100.002031732,752300.016305511
"S.1501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,56.6050422106043,-5.78006817953977,168100.002031732,752300.016305511
"S.1503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56.7175756641047,-5.78433401314095,168530.002035617,764830.016385945
"S.1504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56.7188186064981,-5.78396845208536,168560.002034912,764967.016376569
"S.1505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,56.6008070426976,-5.77149413971981,168600.002016509,751800.016095273
"S.1506",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,56.6008070426976,-5.77149413971981,168600.002016509,751800.016095273
"S.1507",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,56.6008070426976,-5.77149413971981,168600.002016509,751800.016095273
"S.1508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,56.6009549594519,-5.766618605122,168900.002007857,751800.015976213
"S.1509",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,56.6009549594519,-5.766618605122,168900.002007857,751800.015976213
"S.151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,57.25928451,-4.999562463,219180.001228167,822720.004195892
"S.1510",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,56.6009549594519,-5.766618605122,168900.002007857,751800.015976213
"S.1511",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.7328279243388,-5.77654444541477,169100.002021071,766500.016189862
"S.1512",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56.7162937636198,-5.7732499082958,169200.002015751,764650.016112694
"S.1513",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56.7162937636198,-5.7732499082958,169200.002015751,764650.016112694
"S.1514",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,56.7158455564197,-5.77320496863619,169200.002015686,764600.016111688
"S.1515",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56.7217266112508,-5.77199586959983,169310.002013336,765250.016080786
"S.1516",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56.723899383149,-5.77002224002713,169444.002009761,765485.016032112
"S.1518",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56.7206296143366,-5.7648705252895,169739.00200078,765104.015907607
"S.1519",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.6165881098766,-5.75513110979361,169700.001987227,753500.015695468
"S.152",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,57.25907742,-5.000706623,219110.001258031,822700.004714811
"S.1520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.5823079732164,-5.74993504226955,169810.001979368,749670.015578644
"S.1521",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.5879507469459,-5.75065750964148,169800.001980429,750300.015594658
"S.1522",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.7215202605288,-5.76396210071494,169800.001999155,765200.015885422
"S.1523",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56.7214700563336,-5.76264882467394,169880.001996853,765190.015853683
"S.1524",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56.7214700563336,-5.76264882467394,169880.001996853,765190.015853683
"S.1525",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,56.5835175024025,-5.7485885593738,169900.001977012,749800.015546363
"S.1526",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56.7395929562891,-5.7574106438329,170311.001987113,767188.015723697
"S.1527",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56.7380006745994,-5.75415943103922,170500.001981534,767000.015646259
"S.1529",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.9157369628075,-5.7637884136585,171000.001992299,786800.015838446
"S.153",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,57.25903389,-5.002527517,219000.001239431,822700.004165428
"S.1530",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.5607957961871,-5.72679822488184,171100.001940918,747200.01504058
"S.1531",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.741082822426,-5.74137791004827,171300.001959565,767300.015343058
"S.1532",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56.7456630548471,-5.73856105749156,171500.001954656,767800.015276129
"S.1533",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56.7462728229468,-5.73322165954699,171830.001945671,767850.015151625
"S.1534",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56.7459321633896,-5.72958783921469,172050.001939624,767800.015067567
"S.1535",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.7450112714648,-5.73031463377458,172000.001940862,767700.015084546
"S.1537",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56.747389234708,-5.71091365260515,173200.001908984,767900.01464133
"S.1538",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.9095494732704,-5.73029420489491,173000.001935473,786000.015050218
"S.1539",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.9095494732704,-5.73029420489491,173000.001935473,786000.015050218
"S.154",0,NA,1,NA,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,57.25630315,-5.003963654,218900.001228662,822400.004161798
"S.1540",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56.7452349344315,-5.69870684932561,173933.001889534,767620.014369058
"S.1541",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,56.7450881042175,-5.6975960839033,174000.001887781,767600.014344488
"S.1542",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,56.685919451947,-5.69178746089609,174000.001880472,761000.014227627
"S.1543",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56.6924847030643,-5.68262687166301,174600.00186601,761700.014026386
"S.1544",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,56.5223911641623,-5.62705006353989,177000.001788689,742600.012892673
"S.1545",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.660939040845,-5.62403738284382,178000.001780481,758000.012809799
"S.1546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,56.7572988393509,-5.61859437852502,178900.001770095,768700.012685736
"S.1548",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,56.5591998259657,-5.59801172735741,179000.001747422,746600.012313079
"S.155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,57.25798378,-5.005095671,218840.00120598,822590.004135797
"S.1550",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.7555531193618,-5.61678958646174,179000.001767635,768500.012650243
"S.1551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,56.5745537720787,-5.59592063432279,179218.001744174,748301.012270346
"S.1552",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.9010797067022,-5.62100332490587,179600.001769289,784700.012710278
"S.1553",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.8945183975969,-5.6302244355135,179000.00178243,784000.012895702
"S.1554",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,56.5654397903555,-5.55680304722256,181567.001693343,747162.011536966
"S.1555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,56.7079900735418,-5.55728014058114,182361.001690152,763019.011526041
"S.1556",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.7096311492008,-5.55679768831391,182400.0016895,763200.011517023
"S.1557",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56.7106209223567,-5.55362181350154,182600.001685481,763300.011459133
"S.1559",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56.7131924999453,-5.54225749401881,183310.001671297,763550.011254256
"S.156",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,57.25506568,-5.006847988,218720.001214663,822270.004544488
"S.1560",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.802774877303,-5.53776611937005,184100.001663425,773500.011162431
"S.1561",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.7185362591142,-5.5282087239225,184200.001654071,764100.011005234
"S.1562",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,56.7185362591142,-5.5282087239225,184200.001654071,764100.011005234
"S.1563",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,56.6318532582488,-5.47769300382739,186800.001597967,754300.010162142
"S.1564",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,56.6318532582488,-5.47769300382739,186800.001597967,754300.010162142
"S.1565",NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.8217511329919,-5.43790810304898,190300.00155086,775300.009512312
"S.1566",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.8653343758899,-5.42221407088952,191500.00153387,780100.009270002
"S.1567",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.8653343758899,-5.42221407088952,191500.00153387,780100.009270002
"S.1569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,56.8821474140007,-5.43196271521028,191000.001543318,782000.009415361
