"Clust","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"S.1211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.94073307514191,NA
"S.1212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4090564250946,NA,NA,NA
"S.1213",NA,NA,NA,NA,NA,NA,NA,NA,0.886775553226471,NA,NA,NA,NA,NA,NA,NA
"S.1214",NA,NA,NA,NA,NA,NA,NA,NA,1.30622398853302,NA,NA,NA,NA,NA,NA,NA
"S.1215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.68068134784698,NA,NA
"S.1216",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.39496397972107,NA,NA
"S.1217",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"S.1218",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"S.1219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.598402142524719,NA,NA,0,NA
"S.122",NA,NA,2.51589369773865,NA,3.16314911842346,NA,NA,NA,NA,2.86145257949829,5.54870573679606,2.83373737335205,3.06651592254639,3.00505864620209,2.71523594856262,NA
"S.1220",NA,NA,NA,NA,NA,NA,NA,0,NA,0.258951723575592,NA,NA,NA,0.904768466949463,NA,NA
"S.1221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.21644592285156,NA,1.59163498878479
"S.1222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"S.1223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.941626071929932,NA,NA
"S.1224",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.08056545257568,NA,NA,NA,NA,NA
"S.1225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.08056545257568,NA,NA,NA,NA,NA
"S.1226",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.800092220306396,NA
"S.1227",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.86404800415039,NA,NA,NA,NA,NA
"S.1228",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.57969069480896,2.95737290382385,NA,NA,2.58553123474121,NA,NA
"S.123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.79952756563822,2.20516681671143,NA,NA,2.15266299247742
"S.1230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5923593044281,NA,NA,NA,NA,NA
"S.1231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.36492490768433,NA,NA,NA,NA
"S.1232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.58553123474121,NA,NA
"S.1233",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.43136358261108,NA,NA,NA
"S.1234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.43136358261108,NA,NA,NA
"S.1235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59177434444427,NA,NA,NA,NA,NA
"S.1236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.304811298847198,NA,NA,NA
"S.1237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.00758600234985,NA,NA,NA,NA,NA
"S.1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59474122524261,NA,NA,NA,NA,NA
"S.1239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63938927650452,NA,NA,NA
"S.124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.91775155067444
"S.1240",NA,NA,NA,NA,NA,2.12874031066895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.50944089889526,NA,NA,NA,NA,NA
"S.1242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0610249042511,NA,NA,NA
"S.1243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.43965578079224
"S.1244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.43509745597839
"S.1245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.850086092948914,NA,NA
"S.1246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.01142168045044,NA,NA,NA,NA,NA
"S.1247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.62584590911865,NA,NA
"S.1248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.901368856430054,NA,NA
"S.1249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.90771532058716,NA,NA,NA
"S.125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.57433986663818,NA,NA,NA,NA
"S.1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.58945083618164,NA,NA,NA,NA
"S.1251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73514437675476,NA,NA,NA
"S.1253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.33014559745789,NA,NA
"S.1254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.33014559745789,NA,NA
"S.1255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.63735628128052,NA,NA
"S.1256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.03444290161133,NA,NA,NA,NA,NA
"S.1257",NA,NA,NA,NA,NA,NA,3.90852332115173,NA,NA,NA,NA,NA,NA,3.88215851783752,NA,NA
"S.1258",NA,NA,NA,NA,NA,NA,NA,1.38393223285675,NA,NA,NA,NA,NA,NA,NA,NA
"S.1259",NA,NA,NA,NA,NA,NA,1.75312232971191,NA,NA,NA,NA,3.75678205490112,NA,NA,NA,2.83406949043274
"S.126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.90342617034912,NA,NA,NA
"S.1260",NA,NA,1.48940694332123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1261",NA,NA,4.93673133850098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1262",NA,NA,1.48940694332123,NA,NA,NA,NA,NA,NA,NA,NA,3.73895859718323,NA,1.78289783000946,NA,NA
"S.1263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.59758758544922,NA,NA
"S.1265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.79075115919113,NA,NA,NA,NA
"S.1266",NA,NA,NA,NA,NA,NA,NA,NA,1.74953007698059,NA,NA,NA,NA,NA,NA,NA
"S.1267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21505546569824,NA,NA
"S.1268",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.40586972236633,NA,NA
"S.1269",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41015875339508,NA,NA,NA,NA
"S.127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.57433986663818,NA,NA,NA,NA
"S.1270",NA,NA,2.11119318008423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1271",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.40445518493652,NA,NA
"S.1272",NA,NA,2.31517672538757,NA,NA,NA,NA,NA,2.94891571998596,5.10920429229736,NA,NA,NA,NA,NA,NA
"S.1273",NA,NA,NA,NA,2.81908893585205,NA,NA,NA,NA,NA,NA,NA,NA,3.54750847816467,NA,NA
"S.1274",NA,NA,NA,NA,NA,NA,1.84018409252167,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1275",NA,NA,NA,NA,NA,NA,1.75060617923737,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1276",2.12251138687134,5.1500997543335,2.37069010734558,2.98479008674622,3.4253945350647,NA,1.72857676943143,1.38511276245117,1.68176019191742,3.15167397260666,NA,NA,NA,NA,NA,NA
"S.1277",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06273892521858,NA,NA,NA,NA,NA,NA
"S.1278",NA,NA,NA,3.94981241226196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1279",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.03821468353271,NA,NA,NA,NA,NA
"S.128",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9608211517334,NA,NA,NA
"S.1280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.03821468353271,NA,NA,NA,NA,NA
"S.1281",NA,NA,NA,NA,NA,NA,1.96913695335388,NA,NA,NA,NA,NA,NA,3.60463690757751,2.46167063713074,NA
"S.1282",NA,NA,NA,NA,2.82105374336243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1283",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"S.1284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.53559613227844,NA,NA
"S.1285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.54606437683105,NA,NA
"S.1286",NA,NA,4.92925691604614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1287",NA,NA,NA,NA,NA,NA,NA,1.9358993768692,NA,NA,NA,NA,NA,NA,NA,NA
"S.1288",NA,NA,NA,NA,NA,NA,3.07166385650635,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1289",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1982536315918,NA,NA,NA,NA,NA,NA
"S.129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.71098256111145,NA,NA,NA
"S.1290",NA,NA,NA,NA,NA,NA,1.03155088424683,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1291",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.59902739524841,NA,NA
"S.1292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.15233039855957,NA,NA,NA,NA,NA
"S.1293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.51707768440247,NA,NA,NA,NA
"S.1294",NA,NA,NA,NA,NA,0.955217182636261,NA,2.82523679733277,NA,3.66780757904053,3.14737224578857,2.32929277420044,1.92417840957641,1.21381175518036,NA,NA
"S.1295",NA,NA,2.34701919555664,NA,NA,2.20098733901978,2.4877872467041,2.91649624705315,1.50411834319432,1.85572445392609,NA,3.44023990631104,NA,NA,1.25030195713043,NA
"S.1296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.54606437683105,NA,NA
"S.1297",NA,NA,NA,NA,2.82105374336243,NA,NA,NA,3.30017280578613,3.33694136142731,NA,NA,NA,NA,1.62184557318688,NA
"S.1298",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33532392978668,NA,3.95742630958557,NA,NA,NA,NA
"S.1299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.59781241416931,NA,NA
"S.13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.77490568161011,NA,NA
"S.130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.71098256111145,NA,NA,NA
"S.1300",NA,NA,3.00519871711731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1301",NA,NA,1.07303833961487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1302",NA,NA,NA,NA,NA,NA,1.64060211181641,NA,NA,NA,2.73363983631134,1.35969984531403,1.94321119785309,1.74623003602028,1.71628512144089,2.06250464916229
"S.1303",NA,NA,NA,NA,NA,NA,NA,1.39472806453705,1.69607353210449,NA,NA,NA,NA,NA,NA,NA
"S.1304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.69290578365326,NA,NA,NA,NA
"S.1305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.69290578365326,NA,NA,NA,NA
"S.1306",NA,NA,NA,NA,NA,NA,0.894118785858154,NA,NA,NA,0.947533249855042,1.69290578365326,NA,NA,NA,NA
"S.1307",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.59601783752441,NA,NA,NA,NA,NA
"S.1308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.59601783752441,NA,NA,NA,NA,NA
"S.1309",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.59601783752441,NA,NA,NA,NA,NA
"S.131",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9608211517334,NA,NA,NA
"S.1310",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.05846595764161,NA,NA,NA,NA,NA,NA
"S.1311",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.878522515296936,NA,NA,NA,NA,NA,NA
"S.1312",NA,NA,1.58711838722229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1313",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.53573846817017,NA,NA
"S.1314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.79484796524048,NA,NA
"S.1315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.11799597740173,NA
"S.1316",NA,NA,NA,NA,NA,NA,NA,NA,3.76283407211304,2.39152669906616,NA,NA,NA,NA,NA,NA
"S.1317",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.13645386695862,NA,NA,NA,NA,NA,NA
"S.1318",NA,NA,NA,NA,NA,NA,3.59770655632019,NA,NA,NA,1.91158223152161,NA,NA,NA,NA,3.58959555625916
"S.1319",3.46263456344604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.71098256111145,NA,NA,NA
"S.1320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.90092301368713,NA
"S.1321",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.963098585605621
"S.1322",NA,NA,NA,NA,NA,NA,NA,NA,3.20488452911377,NA,NA,NA,NA,NA,NA,NA
"S.1323",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1324",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1325",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.65288949012756,NA,NA,NA,NA,NA,NA
"S.1326",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57824218273163,NA,NA,NA,NA,NA,NA
"S.1327",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.31985640525818,3.45402026176453,NA,NA,NA,NA
"S.1328",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.71098256111145,NA,NA,NA
"S.1330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.14933156967163,NA,6.08451461791992
"S.1331",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.96150207519531,NA,NA,NA,NA
"S.1332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7501540184021,NA,NA,NA
"S.1333",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57579267024994,NA,NA,NA,NA,NA,NA
"S.1334",NA,NA,NA,NA,NA,NA,3.21156072616577,NA,NA,NA,NA,NA,NA,2.01226949691772,NA,NA
"S.1335",NA,NA,NA,NA,NA,0.817830145359039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1336",NA,NA,3.66195821762085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1337",NA,NA,1.58789587020874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1338",NA,NA,4.80804920196533,NA,NA,NA,NA,NA,NA,1.72143077850342,NA,NA,NA,NA,NA,NA
"S.1339",NA,NA,5.93354654312134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.71098256111145,NA,NA,NA
"S.1340",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.65200710296631,NA,NA,NA,NA,NA,NA
"S.1341",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.52122664451599,NA,NA
"S.1342",NA,NA,NA,NA,NA,0.803380489349365,NA,NA,NA,NA,NA,NA,NA,3.52122664451599,NA,NA
"S.1343",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.30283641815186,NA,NA,NA,NA
"S.1344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.92085742950439,NA,NA,NA,NA,NA
"S.1345",NA,NA,NA,NA,NA,2.38995122909546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1346",NA,NA,NA,NA,NA,NA,1.86869311332703,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1347",NA,NA,NA,NA,NA,NA,1.86869311332703,NA,NA,2.38104581832886,NA,NA,NA,1.94173860549927,NA,NA
"S.1348",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.14760780334473,NA,NA,NA,NA,NA,NA
"S.1349",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.39088821411133,NA,NA,NA,NA,NA,NA
"S.135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.71098256111145,NA,NA,NA
"S.1350",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.39088821411133,NA,NA,NA,NA,NA,NA
"S.1351",NA,NA,NA,NA,NA,NA,NA,NA,1.92306053638458,NA,NA,NA,NA,NA,NA,NA
"S.1352",NA,NA,NA,NA,NA,NA,NA,NA,1.47503089904785,1.92928508917491,2.36156916618347,NA,NA,1.28541338443756,NA,NA
"S.1353",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.01931071281433,NA,NA
"S.1354",NA,NA,NA,NA,NA,NA,NA,2.17916989326477,NA,NA,NA,NA,NA,NA,NA,NA
"S.1355",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.61483955383301,NA,NA,NA,NA,NA
"S.1356",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.60361385345459,NA,NA,NA,NA,NA,NA
"S.1357",NA,NA,NA,NA,NA,NA,2.84743452072144,2.81806588172913,NA,NA,3.44268941879272,NA,NA,NA,NA,NA
"S.1358",NA,NA,NA,NA,NA,NA,1.13090324401855,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1359",NA,NA,NA,NA,NA,NA,1.13090324401855,NA,1.55249869823456,NA,0.798405289649963,NA,NA,NA,NA,NA
"S.136",1.67805349826813,NA,NA,2.27550387382507,NA,NA,2.85604476928711,NA,NA,NA,NA,NA,NA,1.99476063251495,NA,NA
"S.1360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.81271481513977
"S.1361",NA,NA,NA,NA,NA,NA,4.69445562362671,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1362",NA,NA,NA,NA,NA,NA,4.69445562362671,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1363",NA,NA,NA,NA,NA,NA,3.40320920944214,NA,NA,NA,NA,NA,NA,3.15869796276093,NA,NA
"S.1365",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.38002157211304
"S.1369",NA,NA,NA,NA,4.5083532333374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.07528877258301,NA,NA,NA
"S.1370",NA,NA,NA,NA,4.23522281646729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.18179178237915,NA,NA
"S.1374",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.95115923881531,NA
"S.1375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.53120303153992,NA,NA,NA
"S.1376",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1377",NA,1.05166614055634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1378",NA,2.42342185974121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1379",3.12372899055481,1.78864270448685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.07528877258301,NA,NA,NA
"S.1380",5.29746103286743,4.3240909576416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1381",NA,NA,3.96673107147217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1382",NA,3.24940824508667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1383",3.64756927887599,3.53688478469849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1384",5.77642488479615,4.71266603469849,NA,NA,NA,NA,NA,NA,NA,6.57127332687378,NA,NA,NA,NA,4.64639616012573,NA
"S.1385",NA,2.00892210006714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1387",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.07528877258301,NA,NA,NA
"S.1390",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.95243096351624,NA,NA,NA,1.42440187931061,NA,NA
"S.1391",NA,NA,NA,NA,NA,NA,1.22974622249603,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1392",0.57880574464798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.41815185546875,NA,NA,NA
"S.1394",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.95243096351624,NA,NA,NA,NA,NA,NA
"S.1395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.82326316833496,NA,NA,NA,NA,NA
"S.1396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.82326316833496,NA,NA,NA,NA,NA
"S.1397",NA,NA,NA,NA,NA,NA,1.22974622249603,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1398",0.57880574464798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1399",NA,NA,NA,NA,NA,NA,1.23144805431366,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.14",3.81914305686951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.07528877258301,NA,NA,NA
"S.1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6476217508316
"S.1401",NA,NA,NA,NA,NA,NA,NA,NA,1.60290277004242,NA,NA,NA,NA,NA,NA,NA
"S.1402",NA,NA,NA,NA,NA,NA,NA,NA,1.60290277004242,NA,NA,NA,NA,NA,NA,NA
"S.1403",NA,NA,NA,NA,NA,NA,NA,NA,2.19044589996338,NA,NA,NA,NA,NA,NA,NA
"S.1404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.96360397338867,NA,NA,2.21626996994019,NA,NA
"S.1405",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.11362218856812,NA,NA,NA,NA
"S.1406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.76304948329926,NA,NA
"S.1407",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.62238216400146,NA,NA
"S.1408",NA,NA,NA,NA,NA,NA,2.43512153625488,NA,NA,NA,2.01510119438171,NA,4.42102956771851,2.86682005723318,NA,NA
"S.1409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.07528877258301,NA,NA,NA
"S.1410",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1412",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1415",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1417",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1418",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1419",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.07528877258301,NA,NA,NA
"S.1420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1421",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1422",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1423",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1424",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1425",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1426",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1427",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.1428",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
