"Clust","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","Lat.100","Long.100"
"S.1377",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.564054103434,-3.2018089481428
"S.1378",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.564054103434,-3.2018089481428
"S.1379",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.564054103434,-3.2018089481428
"S.138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,57.27327724,-4.924544126
"S.1380",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.6269327210225,-3.20221088081251
"S.1381",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.6241907626591,-3.20714344007154
"S.1382",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.6224902016646,-3.1970411734195
"S.1383",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.6224902016646,-3.1970411734195
"S.1384",0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,57.6315022276469,-3.19398829709609
"S.1385",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.6193331397101,-3.15006096783589
"S.1386",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.6752235793588,-3.12835642257951
"S.1387",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.6752235793588,-3.12835642257951
"S.1388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,57.6761216300406,-3.12838432911456
"S.1389",NA,NA,0,NA,0,0,0,NA,0,NA,0,0,0,0,NA,NA,57.6761216300406,-3.12838432911456
"S.139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,57.27342967,-4.925717645
"S.1390",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,57.1067742433014,-2.94097297563926
"S.1391",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.0973680178286,-2.93743357969104
"S.1392",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.1027571416093,-2.93756966422876
"S.1393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,57.1045535151201,-2.93761503635909
"S.1394",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,57.1043825147465,-2.93645514726271
"S.1395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,57.0973803497861,-2.93578338838188
"S.1396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,57.0973803497861,-2.93578338838188
"S.1397",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.1000872250524,-2.93420099266426
"S.1398",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.1018836010602,-2.93424619721989
"S.1399",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.1010099718075,-2.93092288586387
"S.14",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.64888249,-4.882034428
"S.140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,57.26886693,-4.928673465
"S.1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,57.1184569056366,-2.87851473640427
"S.1401",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,57.0885826099228,-2.77715239376752
"S.1402",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,57.0885826099228,-2.77715239376752
"S.1403",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,57.0895519322037,-2.765621795922
"S.1404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,57.2069100248431,-2.46512370796115
"S.1405",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,57.2105213791297,-2.46020271117459
"S.1406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.2102682065648,-2.45572979340436
"S.1407",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.2105394875676,-2.45523649413022
"S.1408",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,0,NA,NA,57.2105394875676,-2.45523649413022
"S.1409",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.9846612059888,-6.40324838411054
"S.141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,57.26796982,-4.928602196
"S.1410",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.984797032507,-6.39683956711142
"S.1411",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.984797032507,-6.39683956711142
"S.1412",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.9831702964238,-6.39450592617657
"S.1413",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.9906742786499,-6.36260368113829
"S.1414",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.9983358204742,-6.35954675705549
"S.1415",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.9963291877039,-6.35519198254469
"S.1416",NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,56.9964092646267,-6.35289432340422
"S.1417",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.9956875394813,-6.29579531207289
"S.1418",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,57.0001665224033,-6.29631238343748
"S.1419",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,57.0127609784838,-6.28573273844637
"S.142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,57.26968677,-4.932056625
"S.1420",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,57.0127609784838,-6.28573273844637
"S.1421",NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,56.9917154973509,-6.28050837951521
"S.1422",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.9917717173982,-6.2788672371034
"S.1423",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.9972590172781,-6.27620243470157
"S.1424",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.980737011522,-6.27018720729484
"S.1425",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.9943984763423,-6.27043630297502
"S.1426",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,57.0086796729683,-6.2841086547726
"S.1427",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.8310153747517,-6.23905941925501
"S.1428",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.8341641897417,-6.23849709511986
"S.1429",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.8315596633633,-6.23707038977308
"S.143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,57.26878967,-4.931985272
"S.1430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,56.8390296468275,-6.24826937439275
"S.1431",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,56.8390296468275,-6.24826937439275
"S.1432",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.8322190544578,-6.23433967535296
"S.1433",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.8320037386194,-6.23141160753039
"S.1434",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.8431041908593,-6.23186210508083
"S.1435",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.8324258094252,-6.22931018854452
"S.1436",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.8407634531264,-6.2274296306654
"S.1437",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.8938544368841,-6.19187748608013
"S.1438",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,56.6978313091853,-6.16857103884783
"S.1439",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.8893284919094,-6.18632578901409
"S.144",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.27036648,-4.937585543
"S.1440",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.8893991837024,-6.18314628125484
"S.1441",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.8893991837024,-6.18314628125484
"S.1442",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.7426850444619,-6.17190828523324
"S.1443",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.7432305179535,-6.1556030227622
"S.1444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.8955462806818,-6.17252879506439
"S.1445",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.9097781142309,-6.15891291817834
"S.1446",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.9097781142309,-6.15891291817834
"S.1447",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.9086363683198,-6.15755289647996
"S.1448",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.9052108629124,-6.1526679171055
"S.1449",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.9051615660024,-6.15387875270148
"S.145",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.26758263,-4.945160662
"S.1450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,56.7348137094065,-6.13831059291321
"S.1451",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.9242494870873,-6.14778036391808
"S.1452",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.8384714523327,-6.26461430261152
"S.1453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,56.7579715382995,-6.11794090970713
"S.1454",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,56.7553373699054,-6.11601507901038
"S.1455",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.9166746975568,-6.13214127171141
"S.1456",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.9355991010049,-6.13094710501615
"S.1457",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.710082275975,-6.07018691035795
"S.1458",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,56.7201054157673,-6.03856163971268
"S.1459",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.7201054157673,-6.03856163971268
"S.146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,57.2657496,-4.946673078
"S.1460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,56.6831526189396,-6.01335923501678
"S.1461",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,56.7610098779726,-5.99711605116246
"S.1462",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.7631161276156,-5.9875163482494
"S.1463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.7671703364011,-5.97320953924317
"S.1464",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.7222042525704,-5.9733654999099
"S.1465",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.7628974309528,-5.96620839435089
"S.1466",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.6997322066086,-5.94484128701669
"S.1467",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.7607792034239,-5.94797575932772
"S.1468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,56.6499544646873,-5.92657553006969
"S.147",NA,NA,NA,NA,1,NA,1,0,0,NA,0,0,NA,NA,NA,NA,57.26293808,-4.989575438
"S.1470",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.6842692929302,-5.92198219998691
"S.1471",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,56.6879056883032,-5.92072682807362
"S.1472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,56.6879056883032,-5.92072682807362
"S.1473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.6879056883032,-5.92072682807362
"S.1474",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56.6764886496451,-5.89315836420507
"S.1475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56.6764886496451,-5.89315836420507
"S.1476",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.6884179956982,-5.90444021067045
"S.1477",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,56.6620391385577,-5.88537994668489
"S.1478",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.7342517015956,-5.87647863044199
"S.1479",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,56.7342517015956,-5.87647863044199
"S.148",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,57.26558984,-4.99144933
"S.1480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,56.6266936198837,-5.8654291515642
"S.1481",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.7342517015956,-5.87647863044199
"S.1482",NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,56.5803524509984,-5.90957104087682
"S.1484",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.6180913445791,-5.82377639184435
"S.1485",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.7239625692251,-5.83125995791085
"S.1486",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.7284945165705,-5.83008589706578
"S.1487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,56.6828302753774,-5.82380914628824
"S.1488",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.7377588091878,-5.82121311080224
"S.1489",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.5999155355922,-5.8007463701726
"S.149",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,57.2653343,-4.998395797
"S.1491",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.6699803782354,-5.91886215906371
"S.1492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,56.6037495080376,-5.792980736473
"S.1493",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,56.6037495080376,-5.792980736473
"S.1494",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,56.6037495080376,-5.792980736473
"S.1495",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,56.6047946868279,-5.78819479607127
"S.1496",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,56.6048442339871,-5.78656948312229
"S.1497",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,56.6040468445309,-5.78322910428501
"S.1498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,56.604096326409,-5.78160381412469
"S.1499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,56.6050422106043,-5.78006817953977
"S.15",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,56.85787495,-5.389204099
"S.150",NA,NA,0,NA,0,0,1,0,0,0,NA,NA,0,NA,NA,NA,57.26090712,-4.999362722
"S.1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,56.6050422106043,-5.78006817953977
"S.1501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,56.6050422106043,-5.78006817953977
"S.1503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56.7175756641047,-5.78433401314095
"S.1504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56.7188186064981,-5.78396845208536
"S.1505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,56.6008070426976,-5.77149413971981
"S.1506",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,56.6008070426976,-5.77149413971981
"S.1507",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,56.6008070426976,-5.77149413971981
"S.1508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,56.6009549594519,-5.766618605122
"S.1509",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,56.6009549594519,-5.766618605122
"S.151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,57.25928451,-4.999562463
"S.1510",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,56.6009549594519,-5.766618605122
"S.1511",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.7328279243388,-5.77654444541477
"S.1512",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56.7162937636198,-5.7732499082958
"S.1513",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56.7162937636198,-5.7732499082958
"S.1514",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,56.7158455564197,-5.77320496863619
"S.1515",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56.7217266112508,-5.77199586959983
"S.1516",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56.723899383149,-5.77002224002713
"S.1518",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56.7206296143366,-5.7648705252895
"S.1519",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.6165881098766,-5.75513110979361
"S.152",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,57.25907742,-5.000706623
"S.1520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.5823079732164,-5.74993504226955
"S.1521",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.5879507469459,-5.75065750964148
"S.1522",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.7215202605288,-5.76396210071494
"S.1523",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56.7214700563336,-5.76264882467394
"S.1524",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56.7214700563336,-5.76264882467394
"S.1525",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,56.5835175024025,-5.7485885593738
"S.1526",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56.7395929562891,-5.7574106438329
"S.1527",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56.7380006745994,-5.75415943103922
"S.1529",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.9157369628075,-5.7637884136585
"S.153",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,57.25903389,-5.002527517
"S.1530",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.5607957961871,-5.72679822488184
"S.1531",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.741082822426,-5.74137791004827
"S.1532",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56.7456630548471,-5.73856105749156
"S.1533",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56.7462728229468,-5.73322165954699
"S.1534",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56.7459321633896,-5.72958783921469
"S.1535",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.7450112714648,-5.73031463377458
"S.1537",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56.747389234708,-5.71091365260515
"S.1538",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.9095494732704,-5.73029420489491
"S.1539",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.9095494732704,-5.73029420489491
"S.154",0,NA,1,NA,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,57.25630315,-5.003963654
"S.1540",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56.7452349344315,-5.69870684932561
"S.1541",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,56.7450881042175,-5.6975960839033
"S.1542",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,56.685919451947,-5.69178746089609
"S.1543",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56.6924847030643,-5.68262687166301
"S.1544",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,56.5223911641623,-5.62705006353989
"S.1545",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.660939040845,-5.62403738284382
"S.1546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,56.7572988393509,-5.61859437852502
"S.1548",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,56.5591998259657,-5.59801172735741
"S.155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,57.25798378,-5.005095671
"S.1550",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.7555531193618,-5.61678958646174
"S.1551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,56.5745537720787,-5.59592063432279
"S.1552",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.9010797067022,-5.62100332490587
"S.1553",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,56.8945183975969,-5.6302244355135
"S.1554",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,56.5654397903555,-5.55680304722256
"S.1555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,56.7079900735418,-5.55728014058114
"S.1556",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.7096311492008,-5.55679768831391
"S.1557",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56.7106209223567,-5.55362181350154
"S.1559",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56.7131924999453,-5.54225749401881
"S.156",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,57.25506568,-5.006847988
"S.1560",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.802774877303,-5.53776611937005
"S.1561",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,56.7185362591142,-5.5282087239225
"S.1562",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,56.7185362591142,-5.5282087239225
"S.1563",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,56.6318532582488,-5.47769300382739
"S.1564",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,56.6318532582488,-5.47769300382739
"S.1565",NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,56.8217511329919,-5.43790810304898
"S.1566",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.8653343758899,-5.42221407088952
