"Clust","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","Lat.100","Long.100"
"S.1187",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,57.2645975582792,-3.88513784793679
"S.1188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,57.5286432086647,-3.89808168412419
"S.1189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.5285433902244,-3.89874458794151
"S.119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,57.30324491,-4.832608169
"S.1190",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.5285433902244,-3.89874458794151
"S.1191",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,57.2655450338818,-3.88186967540936
"S.1192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,57.1758631321982,-3.87069057442295
"S.1193",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,57.1202472917782,-3.86458124553554
"S.1194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.1777080178277,-3.86747511417671
"S.1195",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,57.1229898385255,-3.8614153009288
"S.1196",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,57.1229898385255,-3.8614153009288
"S.1197",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,57.2702319003337,-3.86884078807324
"S.1198",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,57.1994274623481,-3.85698453702973
"S.1199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.1489105425572,-3.85359239907839
"S.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,56.65016226,-4.867104732
"S.120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,57.30521497,-4.832925804
"S.1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,57.1850867509322,-3.85461006965884
"S.1201",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,57.1850867509322,-3.85461006965884
"S.1202",NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,57.1850867509322,-3.85461006965884
"S.1203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,57.1923425724534,-3.85000883898227
"S.1204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,57.1914691124806,-3.84831019419181
"S.1205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,57.4832793945736,-3.8613630568524
"S.1206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,57.1870772059402,-3.84147172818196
"S.1207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,57.1879750366858,-3.84151641652277
"S.1208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,57.1888728672795,-3.84156110748311
"S.1209",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,57.1888728672795,-3.84156110748311
"S.121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,57.31177222,-4.833480326
"S.1210",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,57.1853300245702,-3.83807540554705
"S.1211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,57.1853300245702,-3.83807540554705
"S.1212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,57.186227857278,-3.83812000852423
"S.1213",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,57.1404381957732,-3.83584858539944
"S.1214",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,57.1997195505849,-3.83713524491537
"S.1215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.1460466436576,-3.83080400804308
"S.1216",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.474522090901,-3.84590782965892
"S.1217",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,57.160179913092,-3.82525215835276
"S.1218",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,57.160179913092,-3.82525215835276
"S.1219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,57.1630770440749,-3.82374126719983
"S.122",NA,NA,0,NA,1,NA,NA,NA,NA,1,1,0,0,0,0,NA,57.31237745,-4.834141445
"S.1220",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,57.1630770440749,-3.82374126719983
"S.1221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,57.1664671971551,-3.82354439810803
"S.1222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,57.1631010570078,-3.82208876639615
"S.1223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.1634188022313,-3.82124447798914
"S.1224",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,57.5922531991168,-3.84350456852968
"S.1225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,57.5922531991168,-3.84350456852968
"S.1226",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,57.0778291080446,-3.81625494808212
"S.1227",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,57.2107106109015,-3.8227791255719
"S.1228",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,57.2107106109015,-3.8227791255719
"S.123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,0,57.3117569,-4.833761491
"S.1230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,57.2174026152994,-3.81979696607935
"S.1231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,57.2116564533487,-3.81951405858397
"S.1232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.212578262558,-3.81790354088025
"S.1233",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,57.152269425682,-3.8131247014702
"S.1234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,57.152269425682,-3.8131247014702
"S.1235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,57.2170231641216,-3.8149756090755
"S.1236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,57.1937818537243,-3.80671833021515
"S.1237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,57.5086620444879,-3.82125715806076
"S.1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,57.2371882067622,-3.80602463915481
"S.1239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,57.2361131778839,-3.80580636920645
"S.124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,57.30894013,-4.833926606
"S.1240",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.2379088607287,-3.80589418294969
"S.1241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,57.5513817991359,-3.8182084218604
"S.1242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,57.1571736435409,-3.79699597391422
"S.1243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,57.466925435059,-3.81217687895469
"S.1244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,57.4642559568158,-3.81037746045803
"S.1245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.1485379243301,-3.79269253818267
"S.1246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,57.5081046637529,-3.81004530923947
"S.1247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.0867191703782,-3.78597809023021
"S.1248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.1491203737199,-3.78650526242017
"S.1249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,57.5187977737315,-3.7910390982723
"S.125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,57.30545422,-4.834272669
"S.1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,57.3218338236339,-3.78011552316026
"S.1251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,57.3099058288262,-3.77223375915211
"S.1253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.3498542733324,-3.76817547237751
"S.1254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.3507521168968,-3.76821865130552
"S.1255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.1551378215512,-3.75741615419319
"S.1256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,57.612041794848,-3.77921969491044
"S.1257",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,57.1590940038757,-3.75399927805726
"S.1258",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,57.253048530646,-3.7519310008806
"S.1259",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,57.253048530646,-3.7519310008806
"S.126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,57.31144287,-4.835730319
"S.1260",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.2315918734336,-3.74428626165123
"S.1261",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.2315918734336,-3.74428626165123
"S.1262",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,57.2315918734336,-3.74428626165123
"S.1263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.3932526662013,-3.74863329438844
"S.1265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,57.2310669793231,-3.73872811205349
"S.1266",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,57.1562616304417,-3.73412417625133
"S.1267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.2496411548433,-3.7385090253619
"S.1268",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.2463859600084,-3.73741101112765
"S.1269",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,57.1580802385484,-3.73255589127832
"S.127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,57.30407854,-4.835495166
"S.1270",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.2415832038587,-3.73647242181975
"S.1271",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.2415832038587,-3.73647242181975
"S.1272",NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,57.2415832038587,-3.73647242181975
"S.1273",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.251338183677,-3.73598652411739
"S.1274",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.2514827057136,-3.735280549792
"S.1275",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.2514827057136,-3.735280549792
"S.1276",0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,57.2514827057136,-3.735280549792
"S.1277",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,57.1575962143986,-3.7285650830082
"S.1278",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.6266877935296,-3.7598397679482
"S.1279",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,57.25063054982,-3.7319253443129
"S.128",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,57.3024337,-4.836696837
"S.1280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,57.25063054982,-3.7319253443129
"S.1281",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,57.2452816452807,-3.73084572939415
"S.1282",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.2535537572772,-3.72712258040762
"S.1283",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,57.1591146714599,-3.72268345659488
"S.1284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.2534240855381,-3.726751819291
"S.1285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.2534240855381,-3.726751819291
"S.1286",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.2256037871019,-3.7224697169795
"S.1287",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,57.2256037871019,-3.7224697169795
"S.1288",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.2418563689844,-3.71659918219823
"S.1289",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,57.2425882520977,-3.71563888885606
"S.129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,57.29880757,-4.838077763
"S.1290",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.2473492981278,-3.71569442076988
"S.1291",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.2423335200543,-3.71521275408592
"S.1292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,57.2517557118411,-3.71540196993096
"S.1293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,57.2517557118411,-3.71540196993096
"S.1294",NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,NA,NA,57.2517557118411,-3.71540196993096
"S.1295",NA,NA,0,NA,NA,0,0,0,0,0,NA,0,NA,NA,0,NA,57.2526535946691,-3.71544370344846
"S.1296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.2522155083257,-3.71462767616345
"S.1297",NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,57.2522159605104,-3.71459454447537
"S.1298",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,57.2518635888421,-3.71408088870482
"S.1299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.2351375743889,-3.71318852866804
"S.13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,56.65061013,-4.867171382
"S.130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,57.29943185,-4.838291908
"S.1300",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.2436973613573,-3.71337027633156
"S.1301",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.2436973613573,-3.71337027633156
"S.1302",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,57.2517783204702,-3.71374540562622
"S.1303",NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,57.2365819319941,-3.70806933839693
"S.1304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,57.1585770572406,-3.69620341581251
"S.1305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,57.1585770572406,-3.69620341581251
"S.1306",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,57.1585770572406,-3.69620341581251
"S.1307",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,57.2493229537382,-3.69606188860913
"S.1308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,57.2491523190844,-3.69539105180965
"S.1309",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,57.2495588297209,-3.69522739776643
"S.131",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,57.30501288,-4.841877218
"S.1310",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,57.2304761205011,-3.69453375064405
"S.1311",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,57.1600108933294,-3.68982043742036
"S.1312",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.234090033518,-3.6930427459647
"S.1313",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.2344122755674,-3.69179832909323
"S.1314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.2368283223874,-3.68985441248036
"S.1315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,57.6310360052843,-3.70477941807894
"S.1316",NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,57.2335883756732,-3.68357605102037
"S.1317",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,57.2545116342769,-3.68436469837721
"S.1318",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,57.2545116342769,-3.68436469837721
"S.1319",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.1651290091796,-3.67665882734443
"S.132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,57.29686333,-4.844568661
"S.1320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,57.4422358787272,-3.68798721982012
"S.1321",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,57.4417239073255,-3.68596420433893
"S.1322",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,57.259475499734,-3.67596996292212
"S.1323",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,57.6348296295118,-3.68988196125533
"S.1324",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,57.6348296295118,-3.68988196125533
"S.1325",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,57.2460951684135,-3.66873307304652
"S.1326",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,57.1640479270711,-3.66338051859154
"S.1327",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,57.2667689615876,-3.66800996580597
"S.1328",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,57.6348966612585,-3.68485998056027
"S.1329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,57.6348966612585,-3.68485998056027
"S.133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,57.29991371,-4.844804305
"S.1330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,57.1486509194437,-3.65844112546725
"S.1331",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,57.2641411434337,-3.66291668636683
"S.1332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,57.2641411434337,-3.66291668636683
"S.1333",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,57.1762133592553,-3.65383648731919
"S.1334",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,57.1962737119893,-3.64852672647324
"S.1335",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.2373567383785,-3.65011174737723
"S.1336",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.2464227588583,-3.64388757046827
"S.1337",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.2464227588583,-3.64388757046827
"S.1338",NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,57.2464227588583,-3.64388757046827
"S.1339",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.2034305225729,-3.63369867963978
"S.134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,57.29990245,-4.845301532
"S.1340",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,57.2062313162996,-3.63249799972861
"S.1341",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.2058176798209,-3.63183408147937
"S.1342",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.2059229030618,-3.63134206667083
"S.1343",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,57.2592093451183,-3.62787799345904
"S.1344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,57.2101516179542,-3.62464088660603
"S.1345",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.2978413391151,-3.62792489508848
"S.1346",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.2978413391151,-3.62792489508848
"S.1347",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,57.2978413391151,-3.62792489508848
"S.1348",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,57.1946860928107,-3.60815609700894
"S.1349",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,57.2059188091654,-3.60798242256315
"S.135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,57.2968258,-4.846225947
"S.1350",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,57.2052987274961,-3.60729325822358
"S.1351",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,57.3140975133662,-3.60739062719542
"S.1352",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,57.314099634307,-3.60722468153189
"S.1353",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.1951748458104,-3.59732029185677
"S.1354",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,57.3287116471982,-3.60271358869564
"S.1355",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,57.595388343919,-3.6144307109337
"S.1356",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,57.595388343919,-3.6144307109337
"S.1357",NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,57.595388343919,-3.6144307109337
"S.1358",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.3251622087651,-3.59923725949473
"S.1359",NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,57.3251622087651,-3.59923725949473
"S.136",1,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,57.28784436,-4.885366994
"S.1360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,57.6000903634961,-3.59790514758753
"S.1361",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.3316994312022,-3.57958733051183
"S.1362",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.3317202680756,-3.5779270569957
"S.1363",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,57.3317202680756,-3.5779270569957
"S.1365",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,57.507580774407,-3.44697442418652
"S.1369",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.6200729184841,-3.42967932566186
"S.137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,57.2731991,-4.924040175
"S.1370",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.6200729184841,-3.42967932566186
"S.1373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.6446179227644,-3.40383824232232
"S.1374",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,57.4062272324052,-3.35142848912635
"S.1375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,57.4754452780967,-3.34731332315241
"S.1376",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,57.7077756096595,-3.29383712949939
